doc_id,ocr_seconds,extraction_seconds,summarization_seconds,total_seconds
contract_01,3.158803036999984,0.0037950810000211277,0.0003787090000173521,3.1629768270000227
contract_02,3.0870756780000193,0.0033087130000239995,0.00015421699998796612,3.090538608000031
contract_03,3.162335962000043,0.0030212179999580258,0.000138695000032385,3.1654958750000333
contract_04,3.077918085999954,0.003005045000008977,0.00013520900000685288,3.08105833999997
contract_05,3.056492665999997,0.0033497539999984838,0.00013576099996726043,3.0599781809999627
contract_06,4.850000781000006,0.0031129340000006778,0.0001395460000139792,4.85325326100002
contract_07,3.9984961570000337,0.0032787679999728425,0.00013836499999797525,4.0019132900000045
contract_08,3.4170901950000143,0.003121796999948856,0.0001503720000073372,3.4203623639999705
